"","pair","TimeDays","mcluster","hcluster","fed"
"772","ERR1762929_casper-ERR1763655_casper",4,2,2,"humanfood"
"773","ERR1762929_casper-ERR1763656_casper",6,2,2,"humanfood"
"774","ERR1762929_casper-ERR1763657_casper",13,2,2,"humanfood"
"775","ERR1762929_casper-ERR1763658_casper",15,2,2,"humanfood"
"776","ERR1762929_casper-ERR1763659_casper",17,2,2,"humanfood"
"777","ERR1762929_casper-ERR1763660_casper",20,2,2,"humanfood"
"778","ERR1762929_casper-ERR1763661_casper",23,2,2,"humanfood"
"779","ERR1762929_casper-ERR1763662_casper",25,2,2,"humanfood"
"780","ERR1762929_casper-ERR1763663_casper",27,2,2,"humanfood"
"781","ERR1762929_casper-ERR1763665_casper",31,2,2,"humanfood"
"782","ERR1762929_casper-ERR1763666_casper",38,2,2,"humanfood"
"783","ERR1762929_casper-ERR1763667_casper",69,2,2,"humanfood"
"784","ERR1762929_casper-ERR1763668_casper",71,2,2,"humanfood"
"785","ERR1762929_casper-ERR1763669_casper",73,2,2,"humanfood"
"786","ERR1762929_casper-ERR1763670_casper",78,2,2,"humanfood"
"787","ERR1762929_casper-ERR1763671_casper",40,2,2,"humanfood"
"788","ERR1762929_casper-ERR1763672_casper",42,2,2,"humanfood"
"789","ERR1762929_casper-ERR1763673_casper",45,2,2,"humanfood"
"790","ERR1762929_casper-ERR1763674_casper",48,2,2,"humanfood"
"791","ERR1762929_casper-ERR1763676_casper",52,2,2,"humanfood"
"792","ERR1762929_casper-ERR1763677_casper",54,2,2,"humanfood"
"793","ERR1762929_casper-ERR1763678_casper",56,2,2,"humanfood"
"794","ERR1762929_casper-ERR1763679_casper",59,2,2,"humanfood"
"795","ERR1762929_casper-ERR1763680_casper",62,2,2,"humanfood"
"796","ERR1762929_casper-ERR1763681_casper",66,2,2,"humanfood"
"797","ERR1762929_casper-ERR1763682_casper",10,2,2,"humanfood"
"798","ERR1762929_casper-ERR1763683_casper",2,2,2,"humanfood"
"799","ERR1762929_casper-ERR1763684_casper",4,2,2,"humanfood"
"800","ERR1762929_casper-ERR1763685_casper",6,2,2,"humanfood"
"801","ERR1762929_casper-ERR1763688_casper",13,2,2,"humanfood"
"802","ERR1762929_casper-ERR1763689_casper",15,2,2,"humanfood"
"803","ERR1762929_casper-ERR1763690_casper",17,2,2,"humanfood"
"804","ERR1762929_casper-ERR1763691_casper",20,2,2,"humanfood"
"805","ERR1762929_casper-ERR1763692_casper",23,2,2,"humanfood"
"806","ERR1762929_casper-ERR1763693_casper",25,2,2,"humanfood"
"807","ERR1762929_casper-ERR1763694_casper",27,2,2,"humanfood"
"808","ERR1762929_casper-ERR1763695_casper",29,2,2,"humanfood"
"809","ERR1762929_casper-ERR1763696_casper",31,2,2,"humanfood"
"810","ERR1762929_casper-ERR1763697_casper",38,2,2,"humanfood"
"811","ERR1762929_casper-ERR1763699_casper",69,2,2,"humanfood"
"812","ERR1762929_casper-ERR1763700_casper",71,2,2,"humanfood"
"813","ERR1762929_casper-ERR1763701_casper",73,2,2,"humanfood"
"814","ERR1762929_casper-ERR1763702_casper",78,2,2,"humanfood"
"815","ERR1762929_casper-ERR1763703_casper",40,2,2,"humanfood"
"816","ERR1762929_casper-ERR1763704_casper",42,2,2,"humanfood"
"817","ERR1762929_casper-ERR1763705_casper",45,2,2,"humanfood"
"818","ERR1762929_casper-ERR1763706_casper",48,2,2,"humanfood"
"819","ERR1762929_casper-ERR1763707_casper",52,2,2,"humanfood"
"820","ERR1762929_casper-ERR1763708_casper",54,2,2,"humanfood"
"821","ERR1762929_casper-ERR1763710_casper",56,2,2,"humanfood"
"822","ERR1762929_casper-ERR1763711_casper",59,2,2,"humanfood"
"823","ERR1762929_casper-ERR1763712_casper",62,2,2,"humanfood"
"824","ERR1762929_casper-ERR1763713_casper",66,2,2,"humanfood"
"825","ERR1762929_casper-ERR1763714_casper",10,2,2,"humanfood"
"826","ERR1762929_casper-ERR1763715_casper",2,2,2,"humanfood"
"827","ERR1762929_casper-ERR1763716_casper",4,2,2,"humanfood"
"828","ERR1762929_casper-ERR1763717_casper",6,2,2,"humanfood"
"829","ERR1762929_casper-ERR1763718_casper",13,2,2,"humanfood"
"830","ERR1762929_casper-ERR1763719_casper",15,2,2,"humanfood"
"831","ERR1762929_casper-ERR1763721_casper",17,2,2,"humanfood"
"832","ERR1762929_casper-ERR1763722_casper",20,2,2,"humanfood"
"833","ERR1762929_casper-ERR1763723_casper",23,2,2,"humanfood"
"834","ERR1762929_casper-ERR1763724_casper",25,2,2,"humanfood"
"835","ERR1762929_casper-ERR1763725_casper",27,2,2,"humanfood"
"836","ERR1762929_casper-ERR1763726_casper",29,2,2,"humanfood"
"837","ERR1762929_casper-ERR1763727_casper",31,2,2,"humanfood"
"838","ERR1762929_casper-ERR1763728_casper",38,2,2,"humanfood"
"839","ERR1762929_casper-ERR1763729_casper",69,2,2,"humanfood"
"840","ERR1762929_casper-ERR1763730_casper",71,2,2,"humanfood"
"841","ERR1762929_casper-ERR1763732_casper",40,2,2,"humanfood"
"842","ERR1762929_casper-ERR1763733_casper",42,2,2,"humanfood"
"843","ERR1762929_casper-ERR1763734_casper",45,2,2,"humanfood"
"844","ERR1762929_casper-ERR1763735_casper",48,2,2,"humanfood"
"845","ERR1762929_casper-ERR1763736_casper",52,2,2,"humanfood"
"846","ERR1762929_casper-ERR1763737_casper",54,2,2,"humanfood"
"847","ERR1762929_casper-ERR1763738_casper",56,2,2,"humanfood"
"848","ERR1762929_casper-ERR1763739_casper",59,2,2,"humanfood"
"849","ERR1762929_casper-ERR1763740_casper",62,2,2,"humanfood"
"850","ERR1762929_casper-ERR1763741_casper",66,2,2,"humanfood"
"851","ERR1762929_casper-ERR1763743_casper",10,2,2,"humanfood"
"852","ERR1762929_casper-ERR1763744_casper",2,2,2,"humanfood"
"853","ERR1762929_casper-ERR1763745_casper",4,2,2,"humanfood"
"854","ERR1762929_casper-ERR1763746_casper",6,2,2,"humanfood"
"855","ERR1762929_casper-ERR1763747_casper",13,2,2,"humanfood"
"856","ERR1762929_casper-ERR1763748_casper",15,2,2,"humanfood"
"857","ERR1762929_casper-ERR1763749_casper",17,2,2,"humanfood"
"858","ERR1762929_casper-ERR1763750_casper",20,2,2,"humanfood"
"859","ERR1762929_casper-ERR1763751_casper",23,2,2,"humanfood"
"860","ERR1762929_casper-ERR1763752_casper",25,2,2,"humanfood"
"861","ERR1762929_casper-ERR1763754_casper",27,2,2,"humanfood"
"862","ERR1762929_casper-ERR1763755_casper",29,2,2,"humanfood"
"863","ERR1762929_casper-ERR1763756_casper",31,2,2,"humanfood"
"864","ERR1762929_casper-ERR1763757_casper",38,2,2,"humanfood"
"865","ERR1762929_casper-ERR1763758_casper",69,2,2,"humanfood"
"866","ERR1762929_casper-ERR1763759_casper",71,2,2,"humanfood"
"867","ERR1762929_casper-ERR1763760_casper",73,2,2,"humanfood"
"868","ERR1762929_casper-ERR1763761_casper",78,2,2,"humanfood"
"869","ERR1762929_casper-ERR1763762_casper",40,2,2,"humanfood"
"870","ERR1762929_casper-ERR1763763_casper",42,3,2,"humanfood"
"871","ERR1762929_casper-ERR1763765_casper",45,3,2,"humanfood"
"872","ERR1762929_casper-ERR1763766_casper",48,3,2,"humanfood"
"873","ERR1762929_casper-ERR1763767_casper",52,3,2,"humanfood"
"874","ERR1762929_casper-ERR1763768_casper",54,3,2,"humanfood"
"875","ERR1762929_casper-ERR1763769_casper",56,3,2,"humanfood"
"876","ERR1762929_casper-ERR1763770_casper",59,3,2,"humanfood"
"877","ERR1762929_casper-ERR1763771_casper",62,3,2,"humanfood"
"878","ERR1762929_casper-ERR1763772_casper",66,3,2,"humanfood"
"879","ERR1762929_casper-ERR1763773_casper",10,2,2,"humanfood"
"880","ERR1762929_casper-ERR1763774_casper",2,2,2,"humanfood"
"881","ERR1762929_casper-ERR1763776_casper",4,2,2,"humanfood"
"882","ERR1762929_casper-ERR1763777_casper",13,2,2,"humanfood"
"883","ERR1762929_casper-ERR1763778_casper",15,2,2,"humanfood"
"884","ERR1762929_casper-ERR1763779_casper",17,2,2,"humanfood"
"885","ERR1762929_casper-ERR1763780_casper",20,2,2,"humanfood"
"886","ERR1762929_casper-ERR1763781_casper",23,2,2,"humanfood"
"887","ERR1762929_casper-ERR1763782_casper",25,2,2,"humanfood"
"888","ERR1762929_casper-ERR1763783_casper",27,2,2,"humanfood"
"889","ERR1762929_casper-ERR1763784_casper",29,2,2,"humanfood"
"890","ERR1762929_casper-ERR1763785_casper",31,2,2,"humanfood"
"891","ERR1762929_casper-ERR1763787_casper",38,2,2,"humanfood"
"892","ERR1762929_casper-ERR1763788_casper",69,3,2,"humanfood"
"893","ERR1762929_casper-ERR1763789_casper",71,3,2,"humanfood"
"894","ERR1762929_casper-ERR1763790_casper",73,3,2,"humanfood"
"895","ERR1762929_casper-ERR1763791_casper",78,3,2,"humanfood"
"896","ERR1762929_casper-ERR1763792_casper",40,2,2,"humanfood"
"897","ERR1762929_casper-ERR1763793_casper",42,2,2,"humanfood"
"898","ERR1762929_casper-ERR1763794_casper",45,3,2,"humanfood"
"899","ERR1762929_casper-ERR1763795_casper",48,3,2,"humanfood"
"900","ERR1762929_casper-ERR1763796_casper",52,3,2,"humanfood"
"901","ERR1762929_casper-ERR1763799_casper",54,3,2,"humanfood"
"902","ERR1762929_casper-ERR1763800_casper",56,3,2,"humanfood"
"903","ERR1762929_casper-ERR1763801_casper",59,3,2,"humanfood"
"904","ERR1762929_casper-ERR1763802_casper",62,3,2,"humanfood"
"905","ERR1762929_casper-ERR1763803_casper",66,3,2,"humanfood"
"906","ERR1762929_casper-ERR1763804_casper",10,2,2,"humanfood"
"907","ERR1762929_casper-ERR1763805_casper",2,2,2,"humanfood"
"908","ERR1762929_casper-ERR1763806_casper",4,2,2,"humanfood"
"909","ERR1762929_casper-ERR1763807_casper",6,2,2,"humanfood"
"910","ERR1762929_casper-ERR1763808_casper",13,2,2,"humanfood"
"911","ERR1762929_casper-ERR1763810_casper",15,2,2,"humanfood"
"912","ERR1762929_casper-ERR1763811_casper",17,2,2,"humanfood"
"913","ERR1762929_casper-ERR1763812_casper",20,2,2,"humanfood"
"914","ERR1762929_casper-ERR1763813_casper",23,2,2,"humanfood"
"915","ERR1762929_casper-ERR1763814_casper",25,2,2,"humanfood"
"916","ERR1762929_casper-ERR1763815_casper",27,2,2,"humanfood"
"917","ERR1762929_casper-ERR1763816_casper",31,2,2,"humanfood"
"918","ERR1762929_casper-ERR1763817_casper",38,2,2,"humanfood"
"919","ERR1762929_casper-ERR1763818_casper",69,3,2,"humanfood"
"920","ERR1762929_casper-ERR1763819_casper",71,3,2,"humanfood"
"921","ERR1762929_casper-ERR1763821_casper",73,3,2,"humanfood"
"922","ERR1762929_casper-ERR1763822_casper",78,3,2,"humanfood"
"923","ERR1762929_casper-ERR1763823_casper",40,2,2,"humanfood"
"924","ERR1762929_casper-ERR1763824_casper",42,3,2,"humanfood"
"925","ERR1762929_casper-ERR1763825_casper",45,3,2,"humanfood"
"926","ERR1762929_casper-ERR1763826_casper",48,3,2,"humanfood"
"927","ERR1762929_casper-ERR1763827_casper",52,3,2,"humanfood"
"928","ERR1762929_casper-ERR1763828_casper",54,3,2,"humanfood"
"929","ERR1762929_casper-ERR1763829_casper",56,3,2,"humanfood"
"930","ERR1762929_casper-ERR1763830_casper",62,3,2,"humanfood"
"931","ERR1762929_casper-ERR1763832_casper",66,3,2,"humanfood"
"932","ERR1762929_casper-ERR1763833_casper",10,2,2,"humanfood"
"933","ERR1762929_casper-ERR1763834_casper",2,1,2,"humanfood"
"934","ERR1762929_casper-ERR1763835_casper",4,2,2,"humanfood"
"935","ERR1762929_casper-ERR1763836_casper",6,2,2,"humanfood"
"936","ERR1762929_casper-ERR1763837_casper",13,2,2,"humanfood"
"937","ERR1762929_casper-ERR1763838_casper",15,2,2,"humanfood"
"938","ERR1762929_casper-ERR1763839_casper",17,2,2,"humanfood"
"939","ERR1762929_casper-ERR1763840_casper",20,2,2,"humanfood"
"940","ERR1762929_casper-ERR1763841_casper",23,2,2,"humanfood"
"941","ERR1762929_casper-ERR1763843_casper",25,2,2,"humanfood"
"942","ERR1762929_casper-ERR1763844_casper",27,2,2,"humanfood"
"943","ERR1762929_casper-ERR1763845_casper",29,2,2,"humanfood"
"944","ERR1762929_casper-ERR1763846_casper",38,2,2,"humanfood"
"945","ERR1762929_casper-ERR1763847_casper",69,3,2,"humanfood"
"946","ERR1762929_casper-ERR1763848_casper",71,3,2,"humanfood"
"947","ERR1762929_casper-ERR1763849_casper",73,3,2,"humanfood"
"948","ERR1762929_casper-ERR1763850_casper",78,3,2,"humanfood"
"949","ERR1762929_casper-ERR1763851_casper",40,3,2,"humanfood"
"950","ERR1762929_casper-ERR1763852_casper",42,3,2,"humanfood"
"951","ERR1762929_casper-ERR1763854_casper",45,3,2,"humanfood"
"952","ERR1762929_casper-ERR1763855_casper",48,3,2,"humanfood"
"953","ERR1762929_casper-ERR1763856_casper",52,3,2,"humanfood"
"954","ERR1762929_casper-ERR1763857_casper",54,3,2,"humanfood"
"955","ERR1762929_casper-ERR1763858_casper",56,3,2,"humanfood"
"956","ERR1762929_casper-ERR1763859_casper",59,3,2,"humanfood"
"957","ERR1762929_casper-ERR1763860_casper",62,3,2,"humanfood"
"958","ERR1762929_casper-ERR1763861_casper",66,3,2,"humanfood"
"959","ERR1762929_casper-ERR1763862_casper",10,2,2,"humanfood"
"960","ERR1762929_casper-ERR1763863_casper",2,2,2,"humanfood"
"961","ERR1762929_casper-ERR1763865_casper",4,2,2,"humanfood"
"962","ERR1762929_casper-ERR1763866_casper",6,2,2,"humanfood"
"963","ERR1762929_casper-ERR1763867_casper",13,2,2,"humanfood"
"964","ERR1762929_casper-ERR1763868_casper",15,2,2,"humanfood"
"965","ERR1762929_casper-ERR1763869_casper",17,2,2,"humanfood"
"966","ERR1762929_casper-ERR1763870_casper",20,2,2,"humanfood"
"967","ERR1762929_casper-ERR1763871_casper",23,2,2,"humanfood"
"968","ERR1762929_casper-ERR1763872_casper",25,2,2,"humanfood"
"969","ERR1762929_casper-ERR1763873_casper",27,2,2,"humanfood"
"970","ERR1762929_casper-ERR1763874_casper",29,2,2,"humanfood"
"971","ERR1762929_casper-ERR1763876_casper",31,2,2,"humanfood"
"972","ERR1762929_casper-ERR1763877_casper",38,2,2,"humanfood"
"973","ERR1762929_casper-ERR1763878_casper",69,3,2,"humanfood"
"974","ERR1762929_casper-ERR1763879_casper",71,3,2,"humanfood"
"975","ERR1762929_casper-ERR1763880_casper",73,3,2,"humanfood"
"976","ERR1762929_casper-ERR1763881_casper",78,3,2,"humanfood"
"977","ERR1762929_casper-ERR1763882_casper",40,2,2,"humanfood"
"978","ERR1762929_casper-ERR1763883_casper",42,2,2,"humanfood"
"979","ERR1762929_casper-ERR1763884_casper",45,3,2,"humanfood"
"980","ERR1762929_casper-ERR1763885_casper",48,3,2,"humanfood"
"981","ERR1762929_casper-ERR1763887_casper",52,3,2,"humanfood"
"982","ERR1762929_casper-ERR1763888_casper",54,3,2,"humanfood"
"983","ERR1762929_casper-ERR1763889_casper",56,3,2,"humanfood"
"984","ERR1762929_casper-ERR1763890_casper",59,3,2,"humanfood"
"985","ERR1762929_casper-ERR1763891_casper",62,3,2,"humanfood"
"986","ERR1762929_casper-ERR1763892_casper",66,3,2,"humanfood"
"987","ERR1762929_casper-ERR1763893_casper",10,2,2,"humanfood"
"988","ERR1762929_casper-ERR1763894_casper",2,2,2,"humanfood"
"989","ERR1762929_casper-ERR1763895_casper",4,2,2,"humanfood"
"990","ERR1762929_casper-ERR1763896_casper",6,2,2,"humanfood"
"991","ERR1762929_casper-ERR1763898_casper",13,2,2,"humanfood"
"992","ERR1762929_casper-ERR1763899_casper",15,2,2,"humanfood"
"993","ERR1762929_casper-ERR1763900_casper",17,2,2,"humanfood"
"994","ERR1762929_casper-ERR1763901_casper",20,2,2,"humanfood"
"995","ERR1762929_casper-ERR1763902_casper",23,2,2,"humanfood"
"996","ERR1762929_casper-ERR1763903_casper",25,2,2,"humanfood"
"997","ERR1762929_casper-ERR1763904_casper",27,2,2,"humanfood"
"998","ERR1762929_casper-ERR1763905_casper",29,2,2,"humanfood"
"999","ERR1762929_casper-ERR1763906_casper",31,2,2,"humanfood"
"1000","ERR1762929_casper-ERR1763907_casper",38,2,2,"humanfood"
"1001","ERR1762929_casper-ERR1763910_casper",69,3,2,"humanfood"
"1002","ERR1762929_casper-ERR1763911_casper",71,3,2,"humanfood"
"1003","ERR1762929_casper-ERR1763912_casper",73,3,2,"humanfood"
"1004","ERR1762929_casper-ERR1763913_casper",78,3,2,"humanfood"
"1005","ERR1763132_casper-ERR1763914_casper",40,3,3,"humanfood"
"1006","ERR1763132_casper-ERR1763915_casper",42,3,3,"humanfood"
"1007","ERR1763132_casper-ERR1763916_casper",45,3,3,"humanfood"
"1008","ERR1763132_casper-ERR1763917_casper",48,3,3,"humanfood"
"1009","ERR1763132_casper-ERR1763918_casper",52,3,3,"humanfood"
"1010","ERR1763132_casper-ERR1763919_casper",54,3,3,"humanfood"
"1011","ERR1763132_casper-ERR1763921_casper",56,3,3,"humanfood"
"1012","ERR1763132_casper-ERR1763922_casper",59,3,3,"humanfood"
"1013","ERR1763132_casper-ERR1763923_casper",62,3,3,"humanfood"
"1014","ERR1763132_casper-ERR1763924_casper",66,3,3,"humanfood"
"1015","ERR1763132_casper-ERR1763925_casper",10,3,3,"humanfood"
"1016","ERR1763132_casper-ERR1763926_casper",2,3,3,"humanfood"
"1017","ERR1763132_casper-ERR1763927_casper",4,3,3,"humanfood"
"1018","ERR1763132_casper-ERR1763928_casper",6,3,3,"humanfood"
"1019","ERR1763132_casper-ERR1763929_casper",13,2,3,"humanfood"
"1020","ERR1763132_casper-ERR1763930_casper",15,2,3,"humanfood"
"1021","ERR1763132_casper-ERR1763932_casper",17,2,3,"humanfood"
"1022","ERR1763132_casper-ERR1763933_casper",20,2,3,"humanfood"
"1023","ERR1763132_casper-ERR1763934_casper",23,3,3,"humanfood"
"1024","ERR1763132_casper-ERR1763935_casper",25,3,3,"humanfood"
"1025","ERR1763132_casper-ERR1763936_casper",27,3,3,"humanfood"
"1026","ERR1763132_casper-ERR1763937_casper",29,3,3,"humanfood"
"1027","ERR1763132_casper-ERR1763938_casper",31,3,3,"humanfood"
"1028","ERR1763132_casper-ERR1763939_casper",38,3,3,"humanfood"
"1029","ERR1763132_casper-ERR1763940_casper",69,3,3,"humanfood"
"1030","ERR1763132_casper-ERR1763941_casper",71,3,3,"humanfood"
"1031","ERR1763132_casper-ERR1763943_casper",73,3,3,"humanfood"
"1032","ERR1763132_casper-ERR1763944_casper",78,3,3,"humanfood"
"1033","ERR1763132_casper-ERR1763945_casper",40,3,3,"humanfood"
"1034","ERR1763132_casper-ERR1763946_casper",42,3,3,"humanfood"
"1035","ERR1763132_casper-ERR1763947_casper",45,3,3,"humanfood"
"1036","ERR1763132_casper-ERR1763948_casper",48,3,3,"humanfood"
"1037","ERR1763132_casper-ERR1763949_casper",52,3,3,"humanfood"
"1038","ERR1763132_casper-ERR1763950_casper",54,3,3,"humanfood"
"1039","ERR1763132_casper-ERR1763951_casper",56,3,3,"humanfood"
"1040","ERR1763132_casper-ERR1763952_casper",59,3,3,"humanfood"
"1041","ERR1763132_casper-ERR1763954_casper",62,3,3,"humanfood"
"1042","ERR1763132_casper-ERR1763955_casper",66,3,3,"humanfood"
"1043","ERR1763132_casper-ERR1763956_casper",10,2,3,"humanfood"
"1044","ERR1763132_casper-ERR1763957_casper",2,3,3,"humanfood"
"1045","ERR1763132_casper-ERR1763958_casper",4,3,3,"humanfood"
"1046","ERR1763132_casper-ERR1763959_casper",6,3,3,"humanfood"
"1047","ERR1763132_casper-ERR1763960_casper",13,2,3,"humanfood"
"1048","ERR1763132_casper-ERR1763961_casper",15,2,3,"humanfood"
"1049","ERR1763132_casper-ERR1763962_casper",17,2,3,"humanfood"
"1050","ERR1763132_casper-ERR1763963_casper",20,2,3,"humanfood"
"1051","ERR1763132_casper-ERR1763965_casper",23,3,3,"humanfood"
"1052","ERR1763132_casper-ERR1763966_casper",25,3,3,"humanfood"
"1053","ERR1763132_casper-ERR1763967_casper",27,3,3,"humanfood"
"1054","ERR1763132_casper-ERR1763968_casper",29,3,3,"humanfood"
"1055","ERR1763132_casper-ERR1763969_casper",31,3,3,"humanfood"
"1056","ERR1763132_casper-ERR1763970_casper",38,3,3,"humanfood"
"1057","ERR1763132_casper-ERR1763971_casper",69,3,3,"humanfood"
"1058","ERR1763132_casper-ERR1763972_casper",71,3,3,"humanfood"
"1059","ERR1763132_casper-ERR1763973_casper",73,3,3,"humanfood"
"1060","ERR1763132_casper-ERR1763974_casper",78,3,3,"humanfood"
"1061","ERR1763132_casper-ERR1763976_casper",40,3,3,"humanfood"
"1062","ERR1763132_casper-ERR1763977_casper",42,3,3,"humanfood"
"1063","ERR1763132_casper-ERR1763978_casper",45,3,3,"humanfood"
"1064","ERR1763132_casper-ERR1763979_casper",48,3,3,"humanfood"
"1065","ERR1763132_casper-ERR1763980_casper",52,3,3,"humanfood"
"1066","ERR1763132_casper-ERR1763981_casper",54,3,3,"humanfood"
"1067","ERR1763132_casper-ERR1763982_casper",56,3,3,"humanfood"
"1068","ERR1763132_casper-ERR1763983_casper",59,3,3,"humanfood"
"1069","ERR1763132_casper-ERR1763984_casper",62,3,3,"humanfood"
"1070","ERR1763132_casper-ERR1763985_casper",66,3,3,"humanfood"
"1071","ERR1763132_casper-ERR1763987_casper",10,3,3,"humanfood"
"1072","ERR1763132_casper-ERR1763988_casper",2,3,3,"humanfood"
"1073","ERR1763132_casper-ERR1763989_casper",4,2,3,"humanfood"
"1074","ERR1763132_casper-ERR1763990_casper",6,3,3,"humanfood"
"1075","ERR1763132_casper-ERR1763991_casper",13,2,3,"humanfood"
"1076","ERR1763132_casper-ERR1763992_casper",15,2,3,"humanfood"
"1077","ERR1763132_casper-ERR1763993_casper",17,2,3,"humanfood"
"1078","ERR1763132_casper-ERR1763994_casper",20,2,3,"humanfood"
"1079","ERR1763132_casper-ERR1763995_casper",25,3,3,"humanfood"
"1080","ERR1763132_casper-ERR1763996_casper",27,3,3,"humanfood"
"1081","ERR1763132_casper-ERR1763998_casper",29,3,3,"humanfood"
"1082","ERR1763132_casper-ERR1763999_casper",31,3,3,"humanfood"
"1083","ERR1763132_casper-ERR1764000_casper",38,3,3,"humanfood"
"1084","ERR1763132_casper-ERR1764001_casper",69,3,3,"humanfood"
"1085","ERR1763132_casper-ERR1764002_casper",71,3,3,"humanfood"
"1086","ERR1763132_casper-ERR1764003_casper",73,3,3,"humanfood"
"1087","ERR1763132_casper-ERR1764004_casper",78,3,3,"humanfood"
"1088","ERR1763132_casper-ERR1764005_casper",40,3,3,"humanfood"
"1089","ERR1763132_casper-ERR1764006_casper",42,3,3,"humanfood"
"1090","ERR1763132_casper-ERR1764007_casper",45,3,3,"humanfood"
"1091","ERR1763132_casper-ERR1764009_casper",48,3,3,"humanfood"
"1092","ERR1763132_casper-ERR1764010_casper",52,3,3,"humanfood"
"1093","ERR1763132_casper-ERR1764011_casper",54,3,3,"humanfood"
"1094","ERR1763132_casper-ERR1764012_casper",56,3,3,"humanfood"
"1095","ERR1763132_casper-ERR1764013_casper",59,3,3,"humanfood"
"1096","ERR1763132_casper-ERR1764014_casper",62,3,3,"humanfood"
"1097","ERR1763132_casper-ERR1764015_casper",66,3,3,"humanfood"
"1098","ERR1763132_casper-ERR1764016_casper",10,3,3,"humanfood"
"1099","ERR1763132_casper-ERR1764017_casper",2,3,3,"humanfood"
"1100","ERR1763132_casper-ERR1764018_casper",4,3,3,"humanfood"
"1101","ERR1763132_casper-ERR1775908_casper",6,3,3,"mousefood"
"1102","ERR661365.mseq-ERR661366.mseq",0.833333333,3,2,"mousefood"
"1103","ERR661365.mseq-ERR661367.mseq",5,2,2,"mousefood"
"1104","ERR661365.mseq-ERR661368.mseq",12,2,2,"mousefood"
"1105","ERR661365.mseq-ERR661369.mseq",19,2,2,"mousefood"
"1106","ERR661371.mseq-ERR661372.mseq",0.833333333,1,2,"mousefood"
"1107","ERR661371.mseq-ERR661373.mseq",5,3,2,"mousefood"
"1108","ERR661371.mseq-ERR661374.mseq",12,3,2,"mousefood"
"1109","ERR661371.mseq-ERR661375.mseq",19,3,2,"mousefood"
"1110","ERR661377.mseq-ERR661378.mseq",0.833333333,2,2,"mousefood"
"1111","ERR661377.mseq-ERR661379.mseq",5,2,2,"mousefood"
"1112","ERR661377.mseq-ERR661380.mseq",12,2,2,"mousefood"
"1113","ERR661377.mseq-ERR661381.mseq",19,2,2,"mousefood"
"1114","ERR661383.mseq-ERR661384.mseq",0.833333333,3,2,"mousefood"
"1115","ERR661383.mseq-ERR661385.mseq",5,3,2,"mousefood"
"1116","ERR661383.mseq-ERR661386.mseq",12,3,2,"mousefood"
"1117","ERR661383.mseq-ERR661387.mseq",19,2,2,"mousefood"
"1118","ERR661389.mseq-ERR661390.mseq",0.833333333,2,3,"mousefood"
"1119","ERR661389.mseq-ERR661391.mseq",5,2,3,"mousefood"
"1120","ERR661389.mseq-ERR661392.mseq",12,2,3,"mousefood"
"1121","ERR661389.mseq-ERR661393.mseq",19,2,3,"mousefood"
"1122","ERR661395.mseq-ERR661396.mseq",0.833333333,2,2,"mousefood"
"1123","ERR661395.mseq-ERR661397.mseq",5,3,2,"mousefood"
"1124","ERR661395.mseq-ERR661398.mseq",12,3,2,"mousefood"
"1125","ERR661395.mseq-ERR661399.mseq",19,3,2,"mousefood"
"1126","ERR661401.mseq-ERR661402.mseq",0.833333333,2,2,"mousefood"
"1127","ERR661401.mseq-ERR661403.mseq",5,2,2,"mousefood"
"1128","ERR661401.mseq-ERR661404.mseq",12,2,2,"mousefood"
"1129","ERR661401.mseq-ERR661405.mseq",19,2,2,"mousefood"
"1130","ERR661407.mseq-ERR661408.mseq",0.833333333,3,2,"mousefood"
"1131","ERR661407.mseq-ERR661409.mseq",5,2,2,"mousefood"
"1132","ERR661407.mseq-ERR661410.mseq",12,2,2,"mousefood"
"1133","ERR661407.mseq-ERR661411.mseq",19,2,2,"mousefood"
"1134","ERR661413.mseq-ERR661414.mseq",0.833333333,2,2,"mousefood"
"1135","ERR661413.mseq-ERR661415.mseq",5,2,2,"mousefood"
"1136","ERR661413.mseq-ERR661416.mseq",12,2,2,"mousefood"
"1137","ERR661413.mseq-ERR661417.mseq",19,2,2,"mousefood"
"1138","ERR661419.mseq-ERR661420.mseq",0.833333333,3,2,"mousefood"
"1139","ERR661419.mseq-ERR661421.mseq",5,3,2,"mousefood"
"1140","ERR661419.mseq-ERR661422.mseq",12,3,2,"mousefood"
"1141","ERR661419.mseq-ERR661423.mseq",19,3,2,"mousefood"
"1142","ERR661425.mseq-ERR661426.mseq",0.833333333,3,1,"mousefood"
"1143","ERR661425.mseq-ERR661427.mseq",5,2,1,"mousefood"
"1144","ERR661425.mseq-ERR661428.mseq",12,2,1,"mousefood"
"1145","ERR661425.mseq-ERR661429.mseq",19,2,1,"mousefood"
"1146","ERR661431.mseq-ERR661432.mseq",0.833333333,2,3,"mousefood"
"1147","ERR661431.mseq-ERR661433.mseq",5,3,3,"mousefood"
"1148","ERR661431.mseq-ERR661434.mseq",12,3,3,"mousefood"
"1149","ERR661431.mseq-ERR661435.mseq",19,3,3,"mousefood"
"1150","ERR661437.mseq-ERR661438.mseq",0.833333333,3,1,"mousefood"
"1151","ERR661437.mseq-ERR661439.mseq",5,2,1,"mousefood"
"1152","ERR661437.mseq-ERR661440.mseq",12,2,1,"mousefood"
"1153","ERR661437.mseq-ERR661441.mseq",19,2,1,"mousefood"
