"","Genus","human","mouse","pair","reduced_pct","sample_count"
"453","Coprococcus","1.41343649649802","0.168971343839443","ERR661371.mseq-ERR661373.mseq",-3.06435656351941,11
"454","Oscillibacter","1.31735315684341","0.231042449739646","ERR661371.mseq-ERR661373.mseq",-2.51141230661216,130
"459","[Eubacterium] rectale[genus]","0.796480315557916","0.174718668459832","ERR661371.mseq-ERR661373.mseq",-2.18860494045627,167
"461","Parasutterella","0.546157930668285","4.96798740186443","ERR661371.mseq-ERR661373.mseq",3.18527141918346,97
"464","Butyricimonas","0.434903537384005","0.843707254273136","ERR661371.mseq-ERR661373.mseq",0.956047062628533,199
"466","[Eubacterium] sulci[genus]","0.278135983210701","0.211501546030323","ERR661371.mseq-ERR661373.mseq",-0.395122192980228,5
"467","Christensenella","0.265493438519305","0.195409037093233","ERR661371.mseq-ERR661373.mseq",-0.442179017041001,83
"468","Odoribacter","0.222508786568561","0.203455291561778","ERR661371.mseq-ERR661373.mseq",-0.129150504066883,23
"469","Barnesiella","0.189638170370932","1.22762853891513","ERR661371.mseq-ERR661373.mseq",2.69455280567909,265
"538","Bacteroides","32.7568332954057","50.2353723905048","ERR661371.mseq-ERR661374.mseq",0.616907677460775,578
"540","Ruminococcus","9.72211686768313","1.33440453923501","ERR661371.mseq-ERR661374.mseq",-2.86507437507864,122
"541","Alistipes","5.86108371893095","3.07929852751033","ERR661371.mseq-ERR661374.mseq",-0.928565706209421,499
"543","Roseburia","4.62717135705075","0.667829929325517","ERR661371.mseq-ERR661374.mseq",-2.79257787143077,139
"544","Ruminiclostridium","4.62717135705075","0.41551072670441","ERR661371.mseq-ERR661374.mseq",-3.47717290012474,439
"545","Parabacteroides","4.61200030342107","11.9757472288824","ERR661371.mseq-ERR661374.mseq",1.37665116296758,448
"546","Algoriphagus","1.81041239980783","1.91938338710285","ERR661371.mseq-ERR661374.mseq",0.0843245403359998,22
"548","Clostridium","1.6688158992642","4.24549026499793","ERR661371.mseq-ERR661374.mseq",1.34710635640362,349
"549","Coprococcus","1.41343649649802","0.824744856328693","ERR661371.mseq-ERR661374.mseq",-0.777187286281418,11
"550","Oscillibacter","1.31735315684341","0.140595774594846","ERR661371.mseq-ERR661374.mseq",-3.22801701398145,130
"555","[Eubacterium] rectale[genus]","0.796480315557916","0.254829841453158","ERR661371.mseq-ERR661374.mseq",-1.64410447496265,167
"557","Parasutterella","0.546157930668285","4.31704347171138","ERR661371.mseq-ERR661374.mseq",2.98265352460277,97
"560","Butyricimonas","0.434903537384005","1.4524045643414","ERR661371.mseq-ERR661374.mseq",1.73967602064484,199
"562","[Eubacterium] sulci[genus]","0.278135983210701","0.10670215036216","ERR661371.mseq-ERR661374.mseq",-1.38220115114751,5
"563","Christensenella","0.265493438519305","0.161936204667278","ERR661371.mseq-ERR661374.mseq",-0.713250636003416,83
"564","Odoribacter","0.222508786568561","0.120510663938439","ERR661371.mseq-ERR661374.mseq",-0.884701491676698,23
"565","Barnesiella","0.189638170370932","1.35197901105936","ERR661371.mseq-ERR661374.mseq",2.83375147028777,265
"638","Bacteroides","32.7568332954057","46.5526995014673","ERR661371.mseq-ERR661375.mseq",0.507068935399975,578
"640","Ruminococcus","9.72211686768313","1.39836650991762","ERR661371.mseq-ERR661375.mseq",-2.79752793794887,122
"641","Alistipes","5.86108371893095","3.86981579040413","ERR661371.mseq-ERR661375.mseq",-0.598902551398003,499
"643","Roseburia","4.62717135705075","0.567478697450765","ERR661371.mseq-ERR661375.mseq",-3.02749238562158,139
"644","Ruminiclostridium","4.62717135705075","0.219212954778489","ERR661371.mseq-ERR661375.mseq",-4.39972556235701,439
"645","Parabacteroides","4.61200030342107","9.89110066117456","ERR661371.mseq-ERR661375.mseq",1.10073846212654,448
"646","Algoriphagus","1.81041239980783","1.90750627585475","ERR661371.mseq-ERR661375.mseq",0.0753694326512842,22
"647","Lachnoclostridium","1.71938607802979","2.49266343740056","ERR661371.mseq-ERR661375.mseq",0.535794571575976,431
"648","Clostridium","1.6688158992642","0.588692854364813","ERR661371.mseq-ERR661375.mseq",-1.50323778674703,349
"649","Coprococcus","1.41343649649802","0.226284340416505","ERR661371.mseq-ERR661375.mseq",-2.64299841241567,11
"650","Oscillibacter","1.31735315684341","0.173248948131386","ERR661371.mseq-ERR661375.mseq",-2.92672365773578,130
"651","Blautia","1.20862727249741","0.182088180178906","ERR661371.mseq-ERR661375.mseq",-2.73066022037001,464
"655","[Eubacterium] rectale[genus]","0.796480315557916","0.341194357034261","ERR661371.mseq-ERR661375.mseq",-1.22304492069167,167
"657","Parasutterella","0.546157930668285","3.35360463882898","ERR661371.mseq-ERR661375.mseq",2.61832252167553,97
"660","Butyricimonas","0.434903537384005","1.27638510766185","ERR661371.mseq-ERR661375.mseq",1.5532963326126,199
"663","Christensenella","0.265493438519305","0.148499098398331","ERR661371.mseq-ERR661375.mseq",-0.838222034459839,83
"665","Barnesiella","0.189638170370932","0.873316126294947","ERR661371.mseq-ERR661375.mseq",2.20325460151632,265
"733","Bacteroides","35.1317108224126","44.7555406668195","ERR661377.mseq-ERR661378.mseq",0.349292463105984,578
"734","Alistipes","14.4342958718632","0.34204912107481","ERR661377.mseq-ERR661378.mseq",-5.39915339918821,499
"736","Streptococcus","6.03241239764755","1.51453708764568","ERR661377.mseq-ERR661378.mseq",-1.99385815289762,60
"737","Ruminiclostridium","3.6213384769577","0.691150801347039","ERR661377.mseq-ERR661378.mseq",-2.38945059808097,439
"744","Lachnoclostridium","1.13462302150111","0.190419098330307","ERR661377.mseq-ERR661378.mseq",-2.57496295371627,431
"745","Coprobacillus","1.12516782965526","0.610046370576723","ERR661377.mseq-ERR661378.mseq",-0.883149395942433,27
"749","Clostridium","0.905807378831716","40.0162208861541","ERR661377.mseq-ERR661378.mseq",5.46523682415432,349
"751","Erysipelatoclostridium","0.688337966377338","0.634730327767689","ERR661377.mseq-ERR661378.mseq",-0.116973309252878,202
"753","Escherichia","0.565420472381385","0.865701641483153","ERR661377.mseq-ERR661378.mseq",0.61454577473273,129
"758","Blautia","0.357406251772849","4.55595324153252","ERR661377.mseq-ERR661378.mseq",3.67211616508899,464
"759","Tyzzerella","0.351733136665343","0.163972001339986","ERR661377.mseq-ERR661378.mseq",-1.10103176538386,50
"771","Holdemania","0.113462302150111","0.844543963890897","ERR661377.mseq-ERR661378.mseq",2.8959594847438,7
"852","Bacteroides","35.1317108224126","18.2413656212783","ERR661377.mseq-ERR661379.mseq",-0.945560094303217,578
"853","Alistipes","14.4342958718632","4.71417229059151","ERR661377.mseq-ERR661379.mseq",-1.61442434093763,499
"855","Streptococcus","6.03241239764755","0.168717745136959","ERR661377.mseq-ERR661379.mseq",-5.16005143556635,60
"856","Ruminiclostridium","3.6213384769577","0.853513298928146","ERR661377.mseq-ERR661379.mseq",-2.08503749027468,439
"857","Oscillibacter","3.55893421077514","0.173680031758634","ERR661377.mseq-ERR661379.mseq",-4.35694146394803,130
"859","Spiroplasma","2.13120024205291","46.5065502183406","ERR661377.mseq-ERR661379.mseq",4.44769587052646,13
"863","Lachnoclostridium","1.13462302150111","0.535926955140929","ERR661377.mseq-ERR661379.mseq",-1.08210475649687,431
"864","Coprobacillus","1.12516782965526","0.208416038110361","ERR661377.mseq-ERR661379.mseq",-2.432602003581,27
"865","Ruminococcus","1.11760367617859","0.590512107979357","ERR661377.mseq-ERR661379.mseq",-0.920370125034044,122
"866","Christensenella","0.93984606947675","0.168717745136959","ERR661377.mseq-ERR661379.mseq",-2.4778127684764,83
"868","Clostridium","0.905807378831716","0.138944025406908","ERR661377.mseq-ERR661379.mseq",-2.70470049184302,349
"869","Anaerotruncus","0.741287040714056","0.585549821357682","ERR661377.mseq-ERR661379.mseq",-0.340240362917821,216
"870","Erysipelatoclostridium","0.688337966377338","0.17864231838031","ERR661377.mseq-ERR661379.mseq",-1.94604320692084,202
"871","Butyricicoccus","0.686446928008169","0.148868598650258","ERR661377.mseq-ERR661379.mseq",-2.20510871055169,100
"877","Blautia","0.357406251772849","3.16593886462882","ERR661377.mseq-ERR661379.mseq",3.14699662137934,464
"881","Roseburia","0.340386906450332","17.2637951568083","ERR661377.mseq-ERR661379.mseq",5.66443029912576,139
"884","Lactobacillus","0.319585484389478","3.45375148868599","ERR661377.mseq-ERR661379.mseq",3.43389049140209,30
"889","Faecalibacterium","0.117244378888448","0.898173878523224","ERR661377.mseq-ERR661379.mseq",2.93747600853187,271
"890","Holdemania","0.113462302150111","0.148868598650258","ERR661377.mseq-ERR661379.mseq",0.39182643183554,7
"966","Bacteroides","35.1317108224126","17.0335766423358","ERR661377.mseq-ERR661380.mseq",-1.04439243558244,578
"967","Alistipes","14.4342958718632","5.73722627737226","ERR661377.mseq-ERR661380.mseq",-1.33107540789834,499
"970","Ruminiclostridium","3.6213384769577","1.62043795620438","ERR661377.mseq-ERR661380.mseq",-1.16013924462768,439
"971","Oscillibacter","3.55893421077514","0.105109489051095","ERR661377.mseq-ERR661380.mseq",-5.08148044033905,130
"973","Spiroplasma","2.13120024205291","51.1124087591241","ERR661377.mseq-ERR661380.mseq",4.58393552590598,13
"977","Lachnoclostridium","1.13462302150111","2.19270072992701","ERR661377.mseq-ERR661380.mseq",0.950495877965561,431
"978","Coprobacillus","1.12516782965526","0.18978102189781","ERR661377.mseq-ERR661380.mseq",-2.56773257421968,27
"979","Ruminococcus","1.11760367617859","1.38102189781022","ERR661377.mseq-ERR661380.mseq",0.305327524109036,122
"980","Christensenella","0.93984606947675","0.137226277372263","ERR661377.mseq-ERR661380.mseq",-2.77586771893747,83
"982","Clostridium","0.905807378831716","0.227737226277372","ERR661377.mseq-ERR661380.mseq",-1.99183415592676,349
"983","Anaerotruncus","0.741287040714056","0.537226277372263","ERR661377.mseq-ERR661380.mseq",-0.464502417111022,216
"984","Erysipelatoclostridium","0.688337966377338","0.207299270072993","ERR661377.mseq-ERR661380.mseq",-1.73140204974684,202
"985","Butyricicoccus","0.686446928008169","0.598540145985402","ERR661377.mseq-ERR661380.mseq",-0.19770016754313,100
"991","Blautia","0.357406251772849","6.77664233576642","ERR661377.mseq-ERR661380.mseq",4.24493385407058,464
"993","Ethanoligenens","0.347951059927006","0.157664233576642","ERR661377.mseq-ERR661380.mseq",-1.14202898294638,2
"995","Roseburia","0.340386906450332","3.89197080291971","ERR661377.mseq-ERR661380.mseq",3.51525343970647,139
"998","Lactobacillus","0.319585484389478","3.60875912408759","ERR661377.mseq-ERR661380.mseq",3.49722906256936,30
"1003","Faecalibacterium","0.117244378888448","1.92116788321168","ERR661377.mseq-ERR661380.mseq",4.03439293429554,271
"1079","Bacteroides","35.1317108224126","14.5686790661546","ERR661377.mseq-ERR661381.mseq",-1.26990375875201,578
"1080","Alistipes","14.4342958718632","5.57545419237906","ERR661377.mseq-ERR661381.mseq",-1.37233949132896,499
"1082","Streptococcus","6.03241239764755","0.112199542571096","ERR661377.mseq-ERR661381.mseq",-5.74859636054254,60
"1083","Ruminiclostridium","3.6213384769577","0.828550468217322","ERR661377.mseq-ERR661381.mseq",-2.12786154612257,439
"1086","Spiroplasma","2.13120024205291","63.8846933931731","ERR661377.mseq-ERR661381.mseq",4.9057322500966,13
"1090","Lachnoclostridium","1.13462302150111","1.86423855348897","ERR661377.mseq-ERR661381.mseq",0.716373441636177,431
"1091","Coprobacillus","1.12516782965526","0.10788417554913","ERR661377.mseq-ERR661381.mseq",-3.38258503845199,27
"1092","Ruminococcus","1.11760367617859","0.362490829845078","ERR661377.mseq-ERR661381.mseq",-1.62439226743018,122
"1093","Christensenella","0.93984606947675","0.112199542571096","ERR661377.mseq-ERR661381.mseq",-3.06635769345259,83
"1095","Clostridium","0.905807378831716","0.129461010658957","ERR661377.mseq-ERR661381.mseq",-2.80668662015906,349
"1096","Anaerotruncus","0.741287040714056","0.712035558624261","ERR661377.mseq-ERR661381.mseq",-0.0580829999007948,216
"1097","Erysipelatoclostridium","0.688337966377338","0.129461010658957","ERR661377.mseq-ERR661381.mseq",-2.41059941462158,202
"1098","Butyricicoccus","0.686446928008169","0.461744271350278","ERR661377.mseq-ERR661381.mseq",-0.572054121626007,100
"1104","Blautia","0.357406251772849","1.72183144176412","ERR661377.mseq-ERR661381.mseq",2.26830714196987,464
"1106","Ethanoligenens","0.347951059927006","0.750873861821948","ERR661377.mseq-ERR661381.mseq",1.10968616976031,2
"1108","Roseburia","0.340386906450332","1.90739222370863","ERR661377.mseq-ERR661381.mseq",2.48635409303036,139
"1111","Lactobacillus","0.319585484389478","2.04548396841151","ERR661377.mseq-ERR661381.mseq",2.67816844258467,30
"1116","Faecalibacterium","0.117244378888448","2.24830621844388","ERR661377.mseq-ERR661381.mseq",4.26124788186023,271
"1117","Holdemania","0.113462302150111","0.194191515988435","ERR661377.mseq-ERR661381.mseq",0.77526713068975,7
"1197","Bacteroides","26.0720371894599","38.7680584219717","ERR661383.mseq-ERR661384.mseq",0.572365168921702,578
"1198","Akkermansia","21.3433649041861","1.64135400680884","ERR661383.mseq-ERR661384.mseq",-3.70082930564235,39
"1201","Blautia","3.5624442100138","0.887266056340513","ERR661383.mseq-ERR661384.mseq",-2.00542873863027,464
"1203","Ruminiclostridium","3.4418798761897","0.169339048526221","ERR661383.mseq-ERR661384.mseq",-4.34521015410833,439
"1204","Parabacteroides","1.55574361530703","3.71928524809935","ERR661383.mseq-ERR661384.mseq",1.25742107323612,448
"1218","Erysipelatoclostridium","0.306047924322695","0.308690973875924","ERR661383.mseq-ERR661384.mseq",0.012405715631044,202
"1225","Clostridium","0.142590510195801","52.4757016104849","ERR661383.mseq-ERR661384.mseq",8.52362777102196,349
"1310","Bacteroides","26.0720371894599","54.5996519953219","ERR661383.mseq-ERR661385.mseq",1.06638844072533,578
"1311","Akkermansia","21.3433649041861","29.9550256249346","ERR661383.mseq-ERR661385.mseq",0.489010424391399,39
"1313","Alistipes","9.51183037525649","3.03981135484116","ERR661383.mseq-ERR661385.mseq",-1.64574119227205,499
"1314","Blautia","3.5624442100138","0.138821538256744","ERR661383.mseq-ERR661385.mseq",-4.68156409536443,464
"1315","Bifidobacterium","3.51607331238914","0.148329862794877","ERR661383.mseq-ERR661385.mseq",-4.56708416641341,225
"1316","Ruminiclostridium","3.4418798761897","0.203478145116049","ERR661383.mseq-ERR661385.mseq",-4.080250994237,439
"1317","Parabacteroides","1.55574361530703","1.8712382691046","ERR661383.mseq-ERR661385.mseq",0.266388946487569,448
"1320","Faecalibacterium","1.27172186735605","0.753059303420144","ERR661383.mseq-ERR661385.mseq",-0.755947792975076,271
"1321","Tyzzerella","1.16275025793812","0.117903224272851","ERR661383.mseq-ERR661385.mseq",-3.3018661828768,50
"1323","Oscillibacter","0.802216528906458","0.107444067280904","ERR661383.mseq-ERR661385.mseq",-2.90040586787303,130
"1324","Lachnoclostridium","0.750049269078726","0.771125120042597","ERR661383.mseq-ERR661385.mseq",0.0399795995732763,431
"1330","Eubacterium","0.328074100694404","0.136919873349117","ERR661383.mseq-ERR661385.mseq",-1.26068984404106,180
"1332","Sutterella","0.267791933782358","2.10989721501174","ERR661383.mseq-ERR661385.mseq",2.97798830812946,50
"1334","Anaerotruncus","0.239969395207568","0.167346511871143","ERR661383.mseq-ERR661385.mseq",-0.52001194151352,216
"1338","Clostridium","0.142590510195801","1.16572058837512","ERR661383.mseq-ERR661385.mseq",3.03127215570005,349
"1415","Bacteroides","26.0720371894599","47.5912745086152","ERR661383.mseq-ERR661386.mseq",0.868193775754229,578
"1416","Akkermansia","21.3433649041861","29.1253895308654","ERR661383.mseq-ERR661386.mseq",0.448489701629821,39
"1418","Alistipes","9.51183037525649","3.43150925779971","ERR661383.mseq-ERR661386.mseq",-1.47087974078634,499
"1419","Blautia","3.5624442100138","0.210983254719841","ERR661383.mseq-ERR661386.mseq",-4.07766701584875,464
"1420","Bifidobacterium","3.51607331238914","0.189157400783306","ERR661383.mseq-ERR661386.mseq",-4.21630602386643,225
"1421","Ruminiclostridium","3.4418798761897","0.157631167319421","ERR661383.mseq-ERR661386.mseq",-4.44857202506271,439
"1422","Parabacteroides","1.55574361530703","2.42873252416001","ERR661383.mseq-ERR661386.mseq",0.642599289508017,448
"1425","Faecalibacterium","1.27172186735605","0.226746371451783","ERR661383.mseq-ERR661386.mseq",-2.48763181062007,271
"1426","Tyzzerella","1.16275025793812","0.115192006887269","ERR661383.mseq-ERR661386.mseq",-3.33542874238575,50
"1428","Oscillibacter","0.802216528906458","0.124892386414618","ERR661383.mseq-ERR661386.mseq",-2.68330616055802,130
"1429","Lachnoclostridium","0.750049269078726","1.53751015508482","ERR661383.mseq-ERR661386.mseq",1.03553866804239,431
"1437","Sutterella","0.267791933782358","1.07916722241758","ERR661383.mseq-ERR661386.mseq",2.0107340243332,50
"1438","Holdemania","0.249243574732498","0.16733154684677","ERR661383.mseq-ERR661386.mseq",-0.574846852915806,7
"1439","Anaerotruncus","0.239969395207568","0.143080598028398","ERR661383.mseq-ERR661386.mseq",-0.746022368241995,216
"1443","Clostridium","0.142590510195801","7.29226030968462","ERR661383.mseq-ERR661386.mseq",5.67641618713025,349
"1513","Bacteroides","26.0720371894599","53.1928540634891","ERR661383.mseq-ERR661387.mseq",1.02872913179371,578
"1514","Akkermansia","21.3433649041861","0.678212043784108","ERR661383.mseq-ERR661387.mseq",-4.97590742886527,39
"1516","Alistipes","9.51183037525649","3.20389472466694","ERR661383.mseq-ERR661387.mseq",-1.56989624403181,499
"1517","Blautia","3.5624442100138","0.28390271600265","ERR661383.mseq-ERR661387.mseq",-3.64939886485935,464
"1520","Parabacteroides","1.55574361530703","4.09345656814191","ERR661383.mseq-ERR661387.mseq",1.39571526282988,448
"1523","Faecalibacterium","1.27172186735605","0.124076001808565","ERR661383.mseq-ERR661387.mseq",-3.35748717135858,271
"1527","Lachnoclostridium","0.750049269078726","0.598298686687066","ERR661383.mseq-ERR661387.mseq",-0.326119470003143,431
"1528","Odoribacter","0.68976710216668","0.131436442593819","ERR661383.mseq-ERR661387.mseq",-2.39174398385044,23
"1535","Sutterella","0.267791933782358","2.55091847786085","ERR661383.mseq-ERR661387.mseq",3.25183238338724,50
"1541","Clostridium","0.142590510195801","0.128281967971568","ERR661383.mseq-ERR661387.mseq",-0.152559578093568,349
"1611","Dialister","34.3698813093768","0.139952251584753","ERR661389.mseq-ERR661390.mseq",-7.94006636187326,8
"1612","Bacteroides","23.3609690127595","74.14176339837","ERR661389.mseq-ERR661390.mseq",1.66618631039671,578
"1616","Alistipes","2.44857159656948","5.55692763645345","ERR661389.mseq-ERR661390.mseq",1.18234707205091,499
"1620","Ruminiclostridium","1.26754529647456","1.1772454103894","ERR661389.mseq-ERR661390.mseq",-0.106622205547716,439
"1623","[Eubacterium] rectale[genus]","0.943309057614932","0.329299415493537","ERR661389.mseq-ERR661390.mseq",-1.51833056931267,167
"1628","Parabacteroides","0.572873354669086","10.8504157405121","ERR661389.mseq-ERR661390.mseq",4.24339027418446,448
"1633","Clostridium","0.267956891700056","1.2431052934881","ERR661389.mseq-ERR661390.mseq",2.21387567376078,349
"1736","Bacteroides","23.3609690127595","66.2065189198536","ERR661389.mseq-ERR661391.mseq",1.50287315827004,578
"1738","Parasutterella","4.66026594091509","17.6532464912533","ERR661389.mseq-ERR661391.mseq",1.92144933374097,97
"1739","Roseburia","2.63336945291435","0.250727686676849","ERR661389.mseq-ERR661391.mseq",-3.39271672077042,139
"1740","Alistipes","2.44857159656948","5.23646214588317","ERR661389.mseq-ERR661391.mseq",1.09665204721651,499
"1742","Barnesiella","2.27721358432242","3.03178765958673","ERR661389.mseq-ERR661391.mseq",0.412899102524847,265
"1744","Ruminiclostridium","1.26754529647456","0.239199976944581","ERR661389.mseq-ERR661391.mseq",-2.4057481481095,439
"1745","Butyricimonas","1.06090769347076","0.876105939652439","ERR661389.mseq-ERR661391.mseq",-0.276121899273717,199
"1749","Lachnoclostridium","0.829910373039673","0.280987924724055","ERR661389.mseq-ERR661391.mseq",-1.56244740676481,431
"1750","Algoriphagus","0.7543112499895","1.12251073517969","ERR661389.mseq-ERR661391.mseq",0.57349739439078,22
"1752","Parabacteroides","0.572873354669086","3.54621170638923","ERR661389.mseq-ERR661391.mseq",2.62999052450424,448
"1845","Bacteroides","23.3609690127595","59.8585074321908","ERR661389.mseq-ERR661392.mseq",1.35745618734696,578
"1847","Parasutterella","4.66026594091509","13.2323645093732","ERR661389.mseq-ERR661392.mseq",1.50558669119631,97
"1848","Roseburia","2.63336945291435","0.358839454461868","ERR661389.mseq-ERR661392.mseq",-2.87549951219864,139
"1849","Alistipes","2.44857159656948","16.1030801450682","ERR661389.mseq-ERR661392.mseq",2.71732438239756,499
"1851","Barnesiella","2.27721358432242","2.94095111610563","ERR661389.mseq-ERR661392.mseq",0.369013193224973,265
"1853","Ruminiclostridium","1.26754529647456","0.564437860754968","ERR661389.mseq-ERR661392.mseq",-1.16715063586541,439
"1854","Butyricimonas","1.06090769347076","0.925831332686316","ERR661389.mseq-ERR661392.mseq",-0.19647784361542,199
"1858","Lachnoclostridium","0.829910373039673","1.22975941155438","ERR661389.mseq-ERR661392.mseq",0.567348651528627,431
"1859","Algoriphagus","0.7543112499895","0.678091638146805","ERR661389.mseq-ERR661392.mseq",-0.153679688667153,22
"1861","Parabacteroides","0.572873354669086","2.05598406293099","ERR661389.mseq-ERR661392.mseq",1.84354093924765,448
"1865","Oscillibacter","0.299876521432351","0.232415589722634","ERR661389.mseq-ERR661392.mseq",-0.367661728560559,130
"1960","Bacteroides","23.3609690127595","72.5340116211234","ERR661389.mseq-ERR661393.mseq",1.63455752346648,578
"1962","Parasutterella","4.66026594091509","10.1556483793433","ERR661389.mseq-ERR661393.mseq",1.1237981596862,97
"1963","Roseburia","2.63336945291435","1.12010827713346","ERR661389.mseq-ERR661393.mseq",-1.23327174132141,139
"1964","Alistipes","2.44857159656948","1.90418407112688","ERR661389.mseq-ERR661393.mseq",-0.362767435356891,499
"1966","Barnesiella","2.27721358432242","2.87494457797587","ERR661389.mseq-ERR661393.mseq",0.336264533616659,265
"1968","Ruminiclostridium","1.26754529647456","0.31269689403309","ERR661389.mseq-ERR661393.mseq",-2.01920050930944,439
"1969","Butyricimonas","1.06090769347076","0.907754416260238","ERR661389.mseq-ERR661393.mseq",-0.224925188041898,199
