"","mouse","condition","fed","Genus","humanPer","mousePer","reduced_pct"
"611","ERR1310166","Infantformula","humanfood","Bacteroides",0.492772668,20.7462126,5.395781937
"612","ERR1310166","Infantformula","humanfood","Ruminococcus",1.576872536,1.878051834,0.252170835
"613","ERR1310166","Infantformula","humanfood","Spiroplasma",0.476346912,0.237886566,-1.001738837
"614","ERR1310166","Infantformula","humanfood","Hespellia",0.607752957,0.550895205,-0.141707102
"615","ERR1310166","Infantformula","humanfood","Holdemanella",5.683311432,0.701139351,-3.01895866
"616","ERR1310166","Infantformula","humanfood","Lachnoclostridium",3.958607096,1.43983974,-1.45908464
"617","ERR1310166","Infantformula","humanfood","Fusobacterium",0.131406045,5.909603105,5.490957695
"618","ERR1310167","Infantformula","humanfood","Ruminococcus",1.576872536,1.163405605,-0.438711887
"619","ERR1310167","Infantformula","humanfood","Ruminiclostridium",1.018396846,1.136964569,0.15888744
"620","ERR1310167","Infantformula","humanfood","Hespellia",0.607752957,1.335272343,1.135577113
"621","ERR1310167","Infantformula","humanfood","Lachnoclostridium",3.958607096,1.348492861,-1.553644999
"622","ERR1310167","Infantformula","humanfood","Anaerostipes",0.722733246,3.46377578,2.260810378
"623","ERR1310167","Infantformula","humanfood","Fusobacterium",0.131406045,3.384452671,4.686818996
"624","ERR1310167","Infantformula","humanfood","Bacteroides",0.492772668,60.08725542,6.929992979
"625","ERR1310167","Infantformula","humanfood","Bifidobacterium",61.51445466,1.520359598,-5.338440957
"626","ERR1310168","Infantformula","humanfood","Hespellia",0.607752957,1.484645109,1.288561197
"627","ERR1310168","Infantformula","humanfood","Fusobacterium",0.131406045,1.616839536,3.621072959
"628","ERR1310168","Infantformula","humanfood","Ruminococcus",1.576872536,1.515151515,-0.057603977
"629","ERR1310168","Infantformula","humanfood","Anaerostipes",0.722733246,5.033557047,2.8000431
"630","ERR1310168","Infantformula","humanfood","Lachnoclostridium",3.958607096,1.25076266,-1.662184827
"631","ERR1310168","Infantformula","humanfood","Bacteroides",0.492772668,52.23713647,6.728009766
"632","ERR1310168","Infantformula","humanfood","Bifidobacterium",61.51445466,1.97274761,-4.962647157
"633","ERR1310168","Infantformula","humanfood","Ruminiclostridium",1.018396846,0.742322554,-0.456181748
"634","ERR1310169","Infantformula","humanfood","Hespellia",0.607752957,0.957126,0.655223852
"635","ERR1310169","Infantformula","humanfood","Anaerostipes",0.722733246,1.442244657,0.996780754
"636","ERR1310169","Infantformula","humanfood","Ruminiclostridium",1.018396846,0.957126,-0.089519092
"637","ERR1310169","Infantformula","humanfood","Bifidobacterium",61.51445466,19.18185394,-1.68118329
"638","ERR1310169","Infantformula","humanfood","Fusobacterium",0.131406045,3.08115904,4.551369606
"639","ERR1310169","Infantformula","humanfood","Holdemanella",5.683311432,0.222892356,-4.672312727
"640","ERR1310169","Infantformula","humanfood","Streptococcus",4.812746386,0.209781041,-4.519904195
"641","ERR1310169","Infantformula","humanfood","Lachnoclostridium",3.958607096,1.022682575,-1.952634458
"642","ERR1310169","Infantformula","humanfood","Bacteroides",0.492772668,12.87531139,4.707541278
"643","ERR1310169","Infantformula","humanfood","Spiroplasma",0.476346912,0.249114986,-0.935200823
"644","ERR1310169","Infantformula","humanfood","Ruminococcus",1.576872536,2.779598794,0.817810613
"645","ERR1310170","Infantformula","humanfood","Hespellia",0.607752957,0.978941377,0.687737462
"646","ERR1310170","Infantformula","humanfood","Lachnoclostridium",3.958607096,1.434262948,-1.46468334
"647","ERR1310170","Infantformula","humanfood","Bacteroides",0.492772668,11.91804212,4.596081204
"648","ERR1310170","Infantformula","humanfood","Ruminiclostridium",1.018396846,0.762663631,-0.417181047
"649","ERR1310170","Infantformula","humanfood","Streptococcus",4.812746386,0.102447353,-5.55390578
"650","ERR1310170","Infantformula","humanfood","Anaerostipes",0.722733246,1.661923734,1.201319013
"651","ERR1310170","Infantformula","humanfood","Fusobacterium",0.131406045,4.097894138,4.962779169
"652","ERR1310170","Infantformula","humanfood","Ruminococcus",1.576872536,3.153101878,0.999705738
"653","ERR1310170","Infantformula","humanfood","Holdemanella",5.683311432,1.126920888,-2.334345535
"654","ERR1310170","Infantformula","humanfood","Bifidobacterium",61.51445466,19.56744451,-1.652470101
"655","ERR1310170","Infantformula","humanfood","Spiroplasma",0.476346912,0.216277746,-1.139127409
"656","ERR1310171","Infantformula","humanfood","Bifidobacterium",61.51445466,5.41247762,-3.506564395
"657","ERR1310171","Infantformula","humanfood","Hespellia",0.607752957,0.840104669,0.467084078
"658","ERR1310171","Infantformula","humanfood","Anaerostipes",0.722733246,0.123949869,-2.543706511
"659","ERR1310171","Infantformula","humanfood","Bacteroides",0.492772668,6.376532158,3.693777894
"660","ERR1310171","Infantformula","humanfood","Holdemanella",5.683311432,0.316760777,-4.165266166
"661","ERR1310171","Infantformula","humanfood","Ruminococcus",1.576872536,4.159206721,1.399242345
"662","ERR1310171","Infantformula","humanfood","Ruminiclostridium",1.018396846,0.853876876,-0.254199894
"663","ERR1310171","Infantformula","humanfood","Streptococcus",4.812746386,0.1790387,-4.74851703
"664","ERR1310171","Infantformula","humanfood","Lachnoclostridium",3.958607096,0.729927007,-2.439168776
"665","ERR1310171","Infantformula","humanfood","Fusobacterium",0.131406045,8.896846164,6.081190461
"666","ERR1310172","Infantformula","humanfood","Lachnoclostridium",3.958607096,1.178567891,-1.747958015
"667","ERR1310172","Infantformula","humanfood","Anaerostipes",0.722733246,3.793205903,2.391882521
"668","ERR1310172","Infantformula","humanfood","Fusobacterium",0.131406045,2.921659899,4.474684702
"669","ERR1310172","Infantformula","humanfood","Hespellia",0.607752957,1.228087551,1.014856503
"670","ERR1310172","Infantformula","humanfood","Bacteroides",0.492772668,58.12617609,6.882121955
"671","ERR1310172","Infantformula","humanfood","Ruminococcus",1.576872536,1.307319006,-0.270454823
"672","ERR1310172","Infantformula","humanfood","Bifidobacterium",61.51445466,0.237694365,-8.015673945
"673","ERR1310172","Infantformula","humanfood","Ruminiclostridium",1.018396846,0.911161731,-0.160520796
"674","ERR1310173","Infantformula","humanfood","Bifidobacterium",61.51445466,0.273614085,-7.812639145
"675","ERR1310173","Infantformula","humanfood","Bacteroides",0.492772668,53.17630264,6.753717423
"676","ERR1310173","Infantformula","humanfood","Ruminococcus",1.576872536,0.951701166,-0.728485503
"677","ERR1310173","Infantformula","humanfood","Ruminiclostridium",1.018396846,0.666190816,-0.612292486
"678","ERR1310173","Infantformula","humanfood","Anaerostipes",0.722733246,4.639543183,2.682447597
"679","ERR1310173","Infantformula","humanfood","Fusobacterium",0.131406045,1.522721865,3.534548902
"680","ERR1310173","Infantformula","humanfood","Hespellia",0.607752957,1.237211516,1.025535255
"681","ERR1310173","Infantformula","humanfood","Lachnoclostridium",3.958607096,2.188912681,-0.854778478
"682","ERR1310174","Infantformula","humanfood","Bifidobacterium",61.51445466,0.63863116,-6.589798697
"683","ERR1310174","Infantformula","humanfood","Lachnoclostridium",3.958607096,1.470056633,-1.429121147
"684","ERR1310174","Infantformula","humanfood","Bacteroides",0.492772668,21.37606941,5.43893055
"685","ERR1310174","Infantformula","humanfood","Ruminococcus",1.576872536,1.723099169,0.127939688
"686","ERR1310174","Infantformula","humanfood","Ruminiclostridium",1.018396846,1.048319075,0.041778037
"687","ERR1310174","Infantformula","humanfood","Holdemanella",5.683311432,0.216893602,-4.711672375
"688","ERR1310174","Infantformula","humanfood","Fusobacterium",0.131406045,3.77153874,4.843049698
"689","ERR1310174","Infantformula","humanfood","Hespellia",0.607752957,0.50608507,-0.264105091
"690","ERR1310174","Infantformula","humanfood","Anaerostipes",0.722733246,0.927822629,0.360385774
"691","ERR1310175","Infantformula","humanfood","Spiroplasma",0.476346912,0.208526413,-1.1917825
"692","ERR1310175","Infantformula","humanfood","Bacteroides",0.492772668,6.533827618,3.728934251
"693","ERR1310175","Infantformula","humanfood","Holdemanella",5.683311432,0.486561631,-3.546037311
"694","ERR1310175","Infantformula","humanfood","Lachnoclostridium",3.958607096,1.343836886,-1.558634847
"695","ERR1310175","Infantformula","humanfood","Anaerostipes",0.722733246,1.355421687,0.907206595
"696","ERR1310175","Infantformula","humanfood","Streptococcus",4.812746386,0.15060241,-4.998043642
"697","ERR1310175","Infantformula","humanfood","Ruminiclostridium",1.018396846,0.486561631,-1.065605394
"698","ERR1310175","Infantformula","humanfood","Ruminococcus",1.576872536,3.359592215,1.091220083
"699","ERR1310175","Infantformula","humanfood","Fusobacterium",0.131406045,6.638090825,5.658664823
"700","ERR1310175","Infantformula","humanfood","Hespellia",0.607752957,1.031047266,0.762553559
"701","ERR1310175","Infantformula","humanfood","Bifidobacterium",61.51445466,17.2265987,-1.836287577
"702","ERR1310176","Infantformula","humanfood","Anaerostipes",0.927419355,2.827743304,1.608357421
"703","ERR1310176","Infantformula","humanfood","Bifidobacterium",77.85282258,38.44159925,-1.018080989
"704","ERR1310176","Infantformula","humanfood","Hespellia",0.997983871,1.78304925,0.837258148
"705","ERR1310176","Infantformula","humanfood","[Eubacterium] dolichum[genus]",0.897177419,3.919566413,2.127228855
"706","ERR1310176","Infantformula","humanfood","Ruminococcus",3.185483871,2.152226848,-0.565682385
"707","ERR1310176","Infantformula","humanfood","Lachnoclostridium",4.375,3.267614484,-0.421045234
"708","ERR1310177","Infantformula","humanfood","Gardnerella",0.262096774,0.14379622,-0.866073844
"709","ERR1310177","Infantformula","humanfood","Bifidobacterium",77.85282258,19.96713229,-1.9631222
"710","ERR1310177","Infantformula","humanfood","Hespellia",0.997983871,4.129005752,2.048706024
"711","ERR1310177","Infantformula","humanfood","Ruminococcus",3.185483871,3.553820871,0.157858432
"712","ERR1310177","Infantformula","humanfood","[Eubacterium] dolichum[genus]",0.897177419,2.793755136,1.638740363
"713","ERR1310177","Infantformula","humanfood","Anaerostipes",0.927419355,8.216926869,3.147305186
"714","ERR1310177","Infantformula","humanfood","Lachnoclostridium",4.375,9.572719803,1.129645865
"715","ERR1310178","Infantformula","humanfood","Hespellia",0.997983871,4.455623428,2.158538902
"716","ERR1310178","Infantformula","humanfood","Bifidobacterium",77.85282258,28.63816026,-1.44281053
"717","ERR1310178","Infantformula","humanfood","Lachnoclostridium",4.375,10.99532878,1.329535822
"718","ERR1310178","Infantformula","humanfood","[Eubacterium] dolichum[genus]",0.897177419,2.084081926,1.215946776
"719","ERR1310178","Infantformula","humanfood","Ruminococcus",3.185483871,3.251886453,0.029764351
"720","ERR1310178","Infantformula","humanfood","Anaerostipes",0.927419355,12.540424,3.757220482
"721","ERR1310179","Infantformula","humanfood","Anaerostipes",0.927419355,2.604387827,1.48965056
"722","ERR1310179","Infantformula","humanfood","[Eubacterium] dolichum[genus]",0.897177419,4.062278839,2.178824056
"723","ERR1310179","Infantformula","humanfood","Hespellia",0.997983871,1.967445152,0.979235013
"724","ERR1310179","Infantformula","humanfood","Lachnoclostridium",4.375,6.709129512,0.616842577
"725","ERR1310179","Infantformula","humanfood","Ruminococcus",3.185483871,2.802547771,-0.184773568
"726","ERR1310179","Infantformula","humanfood","Bifidobacterium",77.85282258,43.77919321,-0.830503978
"727","ERR1310180","Infantformula","humanfood","Streptococcus",0.635080645,0.178087495,-1.834353585
"728","ERR1310180","Infantformula","humanfood","Bifidobacterium",77.85282258,52.07897793,-0.58004821
"729","ERR1310180","Infantformula","humanfood","Lachnoclostridium",4.375,3.484320557,-0.328405659
"730","ERR1310180","Infantformula","humanfood","Hespellia",0.997983871,1.873790166,0.908870999
"731","ERR1310180","Infantformula","humanfood","Ruminococcus",3.185483871,4.746418893,0.575326898
"732","ERR1310180","Infantformula","humanfood","Anaerostipes",0.927419355,1.958962447,1.078796001
"733","ERR1310180","Infantformula","humanfood","[Eubacterium] dolichum[genus]",0.897177419,5.071622145,2.498982048
"734","ERR1310181","Infantformula+fruitsandvegetables","humanfood","Anaerostipes",0.927419355,2.02527903,1.126826947
"735","ERR1310181","Infantformula+fruitsandvegetables","humanfood","Hespellia",0.997983871,1.300909158,0.382431818
"736","ERR1310181","Infantformula+fruitsandvegetables","humanfood","Ruminococcus",3.185483871,1.485697391,-1.100372237
"737","ERR1310181","Infantformula+fruitsandvegetables","humanfood","Lachnoclostridium",4.375,4.545790524,0.055248187
"738","ERR1310181","Infantformula+fruitsandvegetables","humanfood","Bifidobacterium",77.85282258,32.03488802,-1.281105398
"739","ERR1310181","Infantformula+fruitsandvegetables","humanfood","[Eubacterium] dolichum[genus]",0.897177419,3.850986769,2.101762951
"740","ERR1310182","Infantformula+fruitsandvegetables","humanfood","Hespellia",0.997983871,4.108922927,2.041671865
"741","ERR1310182","Infantformula+fruitsandvegetables","humanfood","Lachnoclostridium",4.375,9.603695599,1.134306659
"742","ERR1310182","Infantformula+fruitsandvegetables","humanfood","Ruminococcus",3.185483871,3.452467785,0.11611542
"743","ERR1310182","Infantformula+fruitsandvegetables","humanfood","Anaerostipes",0.927419355,12.35108194,3.735271779
"744","ERR1310182","Infantformula+fruitsandvegetables","humanfood","Bifidobacterium",77.85282258,25.990761,-1.58275047
"745","ERR1310182","Infantformula+fruitsandvegetables","humanfood","[Eubacterium] dolichum[genus]",0.897177419,1.458789205,0.701306213
"746","ERR1310183","Infantformula+fruitsandvegetables","humanfood","Lachnoclostridium",4.375,9.553995925,1.126821244
"747","ERR1310183","Infantformula+fruitsandvegetables","humanfood","Hespellia",0.997983871,4.278922345,2.100159092
"748","ERR1310183","Infantformula+fruitsandvegetables","humanfood","[Eubacterium] dolichum[genus]",0.897177419,2.04890197,1.191385744
"749","ERR1310183","Infantformula+fruitsandvegetables","humanfood","Ruminococcus",3.185483871,2.614896989,-0.284758419
"750","ERR1310183","Infantformula+fruitsandvegetables","humanfood","Anaerostipes",0.927419355,11.8632556,3.677134334
"751","ERR1310183","Infantformula+fruitsandvegetables","humanfood","Bifidobacterium",77.85282258,26.3300883,-1.564036986
"752","ERR1310184","Infantformula+fruitsandvegetables","humanfood","Streptococcus",0.635080645,0.108669404,-2.546994004
"753","ERR1310184","Infantformula+fruitsandvegetables","humanfood","[Eubacterium] dolichum[genus]",0.897177419,3.465346535,1.949534414
"754","ERR1310184","Infantformula+fruitsandvegetables","humanfood","Bifidobacterium",77.85282258,49.34798358,-0.65775821
"755","ERR1310184","Infantformula+fruitsandvegetables","humanfood","Hespellia",0.997983871,1.630041053,0.707819895
"756","ERR1310184","Infantformula+fruitsandvegetables","humanfood","Ruminococcus",3.185483871,1.412702246,-1.173055111
"757","ERR1310184","Infantformula+fruitsandvegetables","humanfood","Anaerostipes",0.927419355,2.752958223,1.569688976
"758","ERR1310184","Infantformula+fruitsandvegetables","humanfood","Lachnoclostridium",4.375,7.135957498,0.705824006
"759","ERR1310185","Infantformula+fruitsandvegetables","humanfood","Lachnoclostridium",4.375,5.147642133,0.234628743
"760","ERR1310185","Infantformula+fruitsandvegetables","humanfood","Ruminococcus",3.185483871,2.36227413,-0.431336141
"761","ERR1310185","Infantformula+fruitsandvegetables","humanfood","Anaerostipes",0.927419355,2.265315117,1.28841801
"762","ERR1310185","Infantformula+fruitsandvegetables","humanfood","Streptococcus",0.635080645,0.326134861,-0.961471141
"763","ERR1310185","Infantformula+fruitsandvegetables","humanfood","Bifidobacterium",77.85282258,43.33186426,-0.845321039
"764","ERR1310185","Infantformula+fruitsandvegetables","humanfood","Hespellia",0.997983871,1.568973116,0.652732228
"765","ERR1310185","Infantformula+fruitsandvegetables","humanfood","[Eubacterium] dolichum[genus]",0.897177419,4.504186866,2.327801467
"766","ERR1310186","Infantformula+fruitsandvegetables","humanfood","Ruminococcus",3.185483871,2.923255477,-0.123936614
"767","ERR1310186","Infantformula+fruitsandvegetables","humanfood","Lachnoclostridium",4.375,3.307703467,-0.403453113
"768","ERR1310186","Infantformula+fruitsandvegetables","humanfood","Hespellia",0.997983871,1.436239663,0.525208105
"769","ERR1310186","Infantformula+fruitsandvegetables","humanfood","Bifidobacterium",77.85282258,47.86740171,-0.701705848
"770","ERR1310186","Infantformula+fruitsandvegetables","humanfood","Anaerostipes",0.927419355,1.871463804,1.012873405
"771","ERR1310186","Infantformula+fruitsandvegetables","humanfood","[Eubacterium] dolichum[genus]",0.897177419,4.004062092,2.157999131
"772","ERR1310187","Infantformula+fruitsandvegetables","humanfood","Ruminococcus",3.185483871,3.336950624,0.067017807
"773","ERR1310187","Infantformula+fruitsandvegetables","humanfood","Hespellia",0.997983871,3.947368421,1.983802772
"774","ERR1310187","Infantformula+fruitsandvegetables","humanfood","[Eubacterium] dolichum[genus]",0.897177419,1.966901791,1.132459709
"775","ERR1310187","Infantformula+fruitsandvegetables","humanfood","Bifidobacterium",77.85282258,22.32772653,-1.801912986
"776","ERR1310187","Infantformula+fruitsandvegetables","humanfood","Anaerostipes",0.927419355,8.24742268,3.152649607
"777","ERR1310187","Infantformula+fruitsandvegetables","humanfood","Lachnoclostridium",4.375,10.29571351,1.234688893
"778","ERR1310188","Infantformula+fruitsandvegetables","humanfood","Anaerostipes",0.927419355,9.121513306,3.297979454
"779","ERR1310188","Infantformula+fruitsandvegetables","humanfood","Hespellia",0.997983871,4.216094902,2.078818937
"780","ERR1310188","Infantformula+fruitsandvegetables","humanfood","[Eubacterium] dolichum[genus]",0.897177419,2.725232446,1.602914073
"781","ERR1310188","Infantformula+fruitsandvegetables","humanfood","Ruminococcus",3.185483871,3.54280218,0.153378379
"782","ERR1310188","Infantformula+fruitsandvegetables","humanfood","Bifidobacterium",77.85282258,18.64379609,-2.062053707
"783","ERR1310188","Infantformula+fruitsandvegetables","humanfood","Lachnoclostridium",4.375,13.22539275,1.595955645
"784","ERR1310189","Infantformula+fruitsandvegetables","humanfood","[Eubacterium] dolichum[genus]",0.897177419,3.923766816,2.128774091
"785","ERR1310189","Infantformula+fruitsandvegetables","humanfood","Bifidobacterium",77.85282258,47.56165919,-0.710950301
"786","ERR1310189","Infantformula+fruitsandvegetables","humanfood","Lachnoclostridium",4.375,6.740470852,0.623566357
"787","ERR1310189","Infantformula+fruitsandvegetables","humanfood","Anaerostipes",0.927419355,2.200112108,1.246283298
"788","ERR1310189","Infantformula+fruitsandvegetables","humanfood","Ruminococcus",3.185483871,1.891816143,-0.751740646
"789","ERR1310189","Infantformula+fruitsandvegetables","humanfood","Streptococcus",0.635080645,0.154147982,-2.0426238
"790","ERR1310189","Infantformula+fruitsandvegetables","humanfood","Hespellia",0.997983871,1.68161435,0.752758481
"791","ERR1310190","Infantformula+fruitsandvegetables","humanfood","Ruminococcus",3.185483871,4.936646372,0.632018771
"792","ERR1310190","Infantformula+fruitsandvegetables","humanfood","Streptococcus",0.635080645,0.263287806,-1.270299095
"793","ERR1310190","Infantformula+fruitsandvegetables","humanfood","Hespellia",0.997983871,1.711370742,0.778063927
"794","ERR1310190","Infantformula+fruitsandvegetables","humanfood","Anaerostipes",0.927419355,2.501234162,1.431346386
"795","ERR1310190","Infantformula+fruitsandvegetables","humanfood","Bifidobacterium",77.85282258,49.94240579,-0.640484026
"796","ERR1310190","Infantformula+fruitsandvegetables","humanfood","[Eubacterium] dolichum[genus]",0.897177419,5.068290275,2.498033938
"797","ERR1310190","Infantformula+fruitsandvegetables","humanfood","Lachnoclostridium",4.375,3.192364654,-0.454657562
"798","ERR1310191","Infantformula","humanfood","Lachnoclostridium",4.375,4.405885175,0.010148879
"799","ERR1310191","Infantformula","humanfood","Bifidobacterium",77.85282258,38.41356149,-1.019133617
"800","ERR1310191","Infantformula","humanfood","Hespellia",0.997983871,1.615224692,0.694646466
"801","ERR1310191","Infantformula","humanfood","Ruminococcus",3.185483871,2.222932992,-0.519048072
"802","ERR1310191","Infantformula","humanfood","[Eubacterium] dolichum[genus]",0.897177419,4.813689429,2.423677849
"803","ERR1310191","Infantformula","humanfood","Anaerostipes",0.927419355,2.814648968,1.601661266
"804","ERR1310192","Infantformula","humanfood","[Eubacterium] dolichum[genus]",0.897177419,1.261595547,0.491784258
"805","ERR1310192","Infantformula","humanfood","Lachnoclostridium",4.375,6.060606061,0.470179053
"806","ERR1310192","Infantformula","humanfood","Hespellia",0.997983871,4.329004329,2.116946839
"807","ERR1310192","Infantformula","humanfood","Bifidobacterium",77.85282258,36.88311688,-1.077788767
"808","ERR1310192","Infantformula","humanfood","Anaerostipes",0.927419355,11.63883735,3.649581304
"809","ERR1310192","Infantformula","humanfood","Ruminococcus",3.185483871,4.131106988,0.375015891
"810","ERR1310193","Infantformula","humanfood","Hespellia",0.997983871,4.128902316,2.048669882
"811","ERR1310193","Infantformula","humanfood","Ruminococcus",3.185483871,2.388145591,-0.415621741
"812","ERR1310193","Infantformula","humanfood","Bifidobacterium",77.85282258,22.91756582,-1.764295529
"813","ERR1310193","Infantformula","humanfood","[Eubacterium] dolichum[genus]",0.897177419,1.179686376,0.394938149
"814","ERR1310193","Infantformula","humanfood","Anaerostipes",0.927419355,10.71788232,3.530654235
"815","ERR1310193","Infantformula","humanfood","Lachnoclostridium",4.375,8.48798734,0.956139487
"816","ERR1310194","Infantformula","humanfood","Ruminococcus",3.185483871,1.741263029,-0.871378385
"817","ERR1310194","Infantformula","humanfood","Anaerostipes",0.927419355,2.035561006,1.134132719
"818","ERR1310194","Infantformula","humanfood","Streptococcus",0.635080645,0.110361741,-2.524699678
"819","ERR1310194","Infantformula","humanfood","Hespellia",0.997983871,1.385652974,0.473477586
"820","ERR1310194","Infantformula","humanfood","Lachnoclostridium",4.375,6.364193746,0.54069474
"821","ERR1310194","Infantformula","humanfood","[Eubacterium] dolichum[genus]",0.897177419,3.727774372,2.054849326
"822","ERR1310194","Infantformula","humanfood","Bifidobacterium",77.85282258,44.23053342,-0.815706705
"823","ERR1310194","Infantformula","humanfood","Gardnerella",0.262096774,0.134886573,-0.958352856
"824","ERR1310195","Infantformula","humanfood","Lachnoclostridium",4.375,4.473893982,0.032248052
"825","ERR1310195","Infantformula","humanfood","Streptococcus",0.635080645,0.179354324,-1.824127272
"826","ERR1310195","Infantformula","humanfood","Anaerostipes",0.927419355,2.76006377,1.57340786
"827","ERR1310195","Infantformula","humanfood","Ruminococcus",3.185483871,3.298126744,0.050134308
"828","ERR1310195","Infantformula","humanfood","Bifidobacterium",77.85282258,45.66560383,-0.769641436
"829","ERR1310195","Infantformula","humanfood","Hespellia",0.997983871,1.534475887,0.62065757
"830","ERR1310195","Infantformula","humanfood","[Eubacterium] dolichum[genus]",0.897177419,5.001992826,2.479037773
"831","ERR1310196","Infantformula","humanfood","Lachnoclostridium",4.375,2.813769097,-0.636779074
"832","ERR1310196","Infantformula","humanfood","Hespellia",0.997983871,1.74047573,0.802393292
"833","ERR1310196","Infantformula","humanfood","[Eubacterium] dolichum[genus]",0.897177419,3.045832528,1.763371403
"834","ERR1310196","Infantformula","humanfood","Bifidobacterium",77.85282258,54.83465481,-0.505661399
"835","ERR1310196","Infantformula","humanfood","Ruminococcus",3.185483871,3.47128215,0.123956101
"836","ERR1310196","Infantformula","humanfood","Anaerostipes",0.927419355,2.330303616,1.329224196
"837","ERR1310197","Infantformula","humanfood","[Eubacterium] dolichum[genus]",0.897177419,2.383844519,1.409824927
"838","ERR1310197","Infantformula","humanfood","Bifidobacterium",77.85282258,25.56938961,-1.606331624
"839","ERR1310197","Infantformula","humanfood","Hespellia",0.997983871,3.568174916,1.838097935
"840","ERR1310197","Infantformula","humanfood","Anaerostipes",0.927419355,9.930154874,3.420522478
"841","ERR1310197","Infantformula","humanfood","Lachnoclostridium",4.375,8.442150015,0.948327449
"842","ERR1310197","Infantformula","humanfood","Ruminococcus",3.185483871,2.854539933,-0.158254288
"843","ERR1310198","Infantformula","humanfood","Lachnoclostridium",4.375,9.497284501,1.118232055
"844","ERR1310198","Infantformula","humanfood","Ruminococcus",3.185483871,3.662442557,0.201293599
"845","ERR1310198","Infantformula","humanfood","[Eubacterium] dolichum[genus]",0.897177419,1.991366105,1.150293264
"846","ERR1310198","Infantformula","humanfood","Anaerostipes",0.927419355,10.48600473,3.499099457
"847","ERR1310198","Infantformula","humanfood","Hespellia",0.997983871,3.55103746,1.831152175
"848","ERR1310198","Infantformula","humanfood","Bifidobacterium",77.85282258,27.05751288,-1.524720112
"849","ERR1310199","Infantformula","humanfood","Ruminococcus",3.185483871,2.458488866,-0.373740711
"850","ERR1310199","Infantformula","humanfood","Lachnoclostridium",4.375,6.358604711,0.539427208
"851","ERR1310199","Infantformula","humanfood","Anaerostipes",0.927419355,2.973355644,1.680798294
"852","ERR1310199","Infantformula","humanfood","[Eubacterium] dolichum[genus]",0.897177419,4.659544343,2.376723665
"853","ERR1310199","Infantformula","humanfood","Gardnerella",0.262096774,0.102973356,-1.347828509
"854","ERR1310199","Infantformula","humanfood","Bifidobacterium",77.85282258,44.63894967,-0.802446264
"855","ERR1310199","Infantformula","humanfood","Hespellia",0.997983871,1.634702021,0.711939276
"856","ERR1310200","Infantformula","humanfood","[Eubacterium] dolichum[genus]",0.897177419,2.938108484,1.71142245
"857","ERR1310200","Infantformula","humanfood","Bifidobacterium",77.85282258,41.23783032,-0.916780917
"858","ERR1310200","Infantformula","humanfood","Hespellia",0.997983871,2.034075104,1.027284544
"859","ERR1310200","Infantformula","humanfood","Gardnerella",0.262096774,0.13038943,-1.007272678
"860","ERR1310200","Infantformula","humanfood","Lachnoclostridium",4.375,4.7027121,0.104209996
"861","ERR1310200","Infantformula","humanfood","Anaerostipes",0.927419355,2.260083449,1.285082302
"862","ERR1310200","Infantformula","humanfood","Ruminococcus",3.185483871,4.694019471,0.559311294
"863","ERR1310200","Infantformula","humanfood","Streptococcus",0.635080645,0.121696801,-2.383648557
"864","ERR1310201","Infantformula","humanfood","Lachnoclostridium",4.054327995,2.898755656,-0.484029078
"865","ERR1310201","Infantformula","humanfood","Spiroplasma",0.24325968,0.190893665,-0.349727986
"866","ERR1310201","Infantformula","humanfood","Hespellia",0.36488952,0.926187783,1.343845013
"867","ERR1310201","Infantformula","humanfood","Ruminococcus",1.216298399,1.095871041,-0.150419178
"868","ERR1310201","Infantformula","humanfood","Veillonella",0.810865599,0.23331448,-1.797186963
"869","ERR1310201","Infantformula","humanfood","[Eubacterium] dolichum[genus]",0.16217312,2.41091629,3.893974942
"870","ERR1310201","Infantformula","humanfood","Eubacterium",9.588485708,0.113122172,-6.405349361
"871","ERR1310201","Infantformula","humanfood","Ruminiclostridium",1.621731198,1.703902715,0.071308254
"872","ERR1310201","Infantformula","humanfood","Bifidobacterium",28.56274073,14.23218326,-1.004977427
"873","ERR1310201","Infantformula","humanfood","Streptococcus",1.033853639,0.311085973,-1.732646711
"874","ERR1310201","Infantformula","humanfood","Bacteroides",38.29312791,52.14225113,0.44536736
"875","ERR1310202","Infantformula","humanfood","Veillonella",0.810865599,0.150723473,-2.427558697
"876","ERR1310202","Infantformula","humanfood","Bacteroides",38.29312791,54.38102894,0.506017939
"877","ERR1310202","Infantformula","humanfood","Lachnoclostridium",4.054327995,2.361334405,-0.779860441
"878","ERR1310202","Infantformula","humanfood","Ruminococcus",1.216298399,0.7335209,-0.729587235
"879","ERR1310202","Infantformula","humanfood","Ruminiclostridium",1.621731198,1.155546624,-0.488959242
"880","ERR1310202","Infantformula","humanfood","[Eubacterium] dolichum[genus]",0.16217312,0.713424437,2.137225921
"881","ERR1310202","Infantformula","humanfood","Hespellia",0.36488952,1.225884244,1.748291138
"882","ERR1310202","Infantformula","humanfood","Eubacterium",9.588485708,4.340836013,-1.143330069
"883","ERR1310202","Infantformula","humanfood","Bifidobacterium",28.56274073,9.455385852,-1.594926182
"884","ERR1310203","Infantformula","humanfood","Lachnoclostridium",4.054327995,2.145144077,-0.918388259
"885","ERR1310203","Infantformula","humanfood","Ruminococcus",1.216298399,0.885805763,-0.457434925
"886","ERR1310203","Infantformula","humanfood","Spiroplasma",0.24325968,0.117395945,-1.051114643
